Split,Image path,Label
Train,/content/real_vs_fake/real-vs-fake/train/real/52908.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/L50ZBBWP4J.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/18330.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/52180.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/66073.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/73NPARZM8P.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/62324.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/GTO1PYXO8F.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/GA45O5V1DP.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/UNQHPX437I.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/57305.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/47648.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/52306.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/22377.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/17299.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/62244.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/2ZQDRN7HFE.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/60CCHK2EGK.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/42603.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/4I59UXYPSX.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/100D9HS5TW.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/8DJEITHL6B.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/Y6UZ9U02OL.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/15148.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/CZU2PCIJ0K.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/34941.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/052KP06BNL.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/28674.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/40871.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/22710.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/0YKX5937T7.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/18441.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/82THP96LAN.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/933P1J07FO.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/DW247OYC4A.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/T05967W1GJ.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/JT3CBCHJBC.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/44901.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/56654.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/GNKK24Z0LR.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/MF168M4IGV.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/549CR8RW3V.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/VRYXRR0635.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/44798.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/Q73FH8TX5B.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/M9QEC78LBJ.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/DMXMKH80CK.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/0WXPG4GJU4.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/42587.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/OGBHC6KHDX.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/26659.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/58432.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/MQQTNRLCTO.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/56217.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/PZAH0XODR5.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/HSJBRH10X3.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/75ZD4ZJZSP.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/00623.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/W7M38U0NXV.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/01730.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/WXUNSZWX50.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/07815.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/58811.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/RW5UR0OJ3U.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/PVR23CYPN2.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/9NHSV5IMYN.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/63640.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/0930A9DWRE.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/Z0SK3FBA6K.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/62663.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/63171.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/1LB5BK0UNO.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/OZ8DGHIR3K.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/15215.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/ZWOLVWEOIK.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/PZT97DK4NQ.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/9QKA2JBNCH.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/45491.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/46091.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/EYPZG27Z2C.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/T13WJWV4U0.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/BLYXBUPBXY.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/XTJJTL35DY.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/21249.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/83113KPMTM.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/33213.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/52163.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/0I9PCSAXHF.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/UYS0CV19CD.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/56828.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/24169.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/45908.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/55400.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/MP112M7CGL.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/UYWKHLKEWK.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/6NOLTCAPBD.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/16440.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/63116.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/44704.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/09748.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/MOCT937FJ0.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/05535.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/IS0G1A4N1A.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/WM5HKE8ECR.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/5O35BFDIGY.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/1LWJCJUTLG.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/RTY2P97Q1I.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/66246.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/JGQ09NJQF1.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/3L9WYO7UQ0.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/KTIIS7HC3M.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/40354.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/UVI6KSBQ4O.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/20956.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/637A21RR8I.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/OOIQ07P5VN.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/5ZWY1V3B93.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/07611.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/57670.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/09296.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/HE1F4D44DS.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/26424.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/K0JK6IFCUX.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/IILYGAR3KA.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/29543.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/40RMV62ZM8.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/2TQ40ELPSK.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/13X9SCFHZS.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/782HK74XN6.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/F9PYMD9GTJ.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/64068.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/7PV2CY66HF.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/08323.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/26135.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/49441.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/35978.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/49628.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/1Q9F7PY0B6.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/47613.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/QTACZDWIMG.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/42061.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/16125.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/E119BCN7CQ.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/47850.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/56940.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/30475.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/4WWM2W6RBQ.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/53239.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/5NBI34N64X.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/39519.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/54311.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/HU9JBEGUW1.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/35534.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/2VWPAUBSIQ.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/50930.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/35609.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/SHOPHMBRDV.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/V29M1QET8G.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/55711.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/55023.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/13704.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/HMM3Z66NAT.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/WH5W38KNK0.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/NYNZ8O5PN9.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/56027.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/WNPOWPK4WD.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/7WIPOK99FP.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/50969.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/41422.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/0HKHWAQIF7.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/0KB52SSTJ2.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/B8BQINE8JH.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/LK249OMIIE.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/33735.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/H6B36G75HU.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/52112.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/ZLA3U55LLF.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/37538.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/BE7YW7MHXZ.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/9DM9IK5SEA.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/17700.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/VXGIE2XO7K.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/13874.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/M7V5GD74H0.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/17259.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/63452.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/09992.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/46538.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/9NA2HOGYUG.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/50385.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/25343.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/32HMP3YBCS.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/AMKI8ZJGO1.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/26314.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/U9WJH6VZB3.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/E2J6EJA6QO.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/21362.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/YTJSW912OX.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/62038.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/6ZB4X2PRB0.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/18455.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/23279.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/09171.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/62250.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/27716.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/EHHACGL2GS.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/2A6KGFLD7I.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/05354.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/GAKQWUDT7F.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/37220.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/ZY2GS9SFJH.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/37181.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/15448.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/05000.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/10751.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/09677.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/AC9W8VMHF4.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/46950.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/64573.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/LYP84YQE5O.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/26552.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/63586.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/DZ0LYFY69G.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/GOY94TPQ7Q.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/44969.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/36972.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/28153.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/59486.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/39602.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/42341.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/26672.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/P6WHBMBM3Q.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/4F7S4AXS0S.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/61832.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/QGJ6Q6213B.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/30452.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/MWQ4VJPMKX.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/36674.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/17732.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/14062.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/06302.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/10592.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/04803.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/LCN1INUOPP.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/N1FLV68O6E.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/19519.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/OYDK2SOON4.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/17754.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/CVY8UF8Q20.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/R1ROO3PC2Z.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/HQAKYDN8FS.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/10138.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/DGCCW2YV0S.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/6N5CPS8R76.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/35055.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/12998.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/56792.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/TBTIAC8NDP.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/37922.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/08973.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/21461.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/04688.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/TA96NLJOU1.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/YHK179HL4E.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/DKOBRP4PRV.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/KCR1HRNKU2.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/52822.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/42690.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/E3IPM5NFIZ.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/26561.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/57801.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/DPUKSPUI3J.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/07926.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/1VZ3NPI2ZQ.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/6PR0MXC9OP.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/57844.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/5INLD8DESJ.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/3JNVG2BMY9.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/54338.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/A64AR3ZUK7.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/14536.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/0F9C9E80X9.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/27738.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/38575.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/06878.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/X4A166TRWE.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/ZMMGN8H1N2.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/50608.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/5622QM3CIG.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/69668.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/21346.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/22614.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/5Z5P0DC04J.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/5RZ1LHL81U.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/00160.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/68436.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/E7JW5APSBP.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/30420.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/01028.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/60244.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/29479.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/JNA0V709LA.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/G34LFHFN03.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/09014.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/67834.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/19981.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/ELBBRVMM4Q.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/34464.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/HBCC7COKPD.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/KIRGD6R9C4.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/HL8INUTJIF.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/56220.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/19193.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/YLSKN9FKS6.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/57094.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/48135.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/52006.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/24349.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/7R5BZP98NJ.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/58994.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/R7VMEW2QLD.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/63744.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/KKJ74ELUXG.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/56827.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/28923.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/06491.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/47HHGFEON8.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/OGP0R0X452.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/MKA0VB2DRZ.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/48258.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/FRT2H53E8A.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/44243.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/EZ36SO1CVP.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/3WZWIBWUW5.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/02660.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/3VMCOOUV1A.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/51716.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/53631.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/WZCIENNKAK.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/33781.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/58418.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/VGX561SZ6Q.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/22353.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/T18V27DUCG.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/04733.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/XZGB4J1OF2.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/fake/LQXROWION6.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/27789.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/5WC6XJTEMZ.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/48303.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/00849.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/36995.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/MHP4363EZR.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/09846.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/real/09145.jpg,0
Train,/content/real_vs_fake/real-vs-fake/train/fake/0520AQG56S.jpg,1
Train,/content/real_vs_fake/real-vs-fake/train/real/55253.jpg,0
